DIVISION,ST,AGEP,CIT,MAR,SCHL,WAGP,NATIVITY
5,51,19,1,1,17.0,0,1
3,17,6,1,5,10.0,0,1
5,37,26,1,5,19.0,1,1
3,17,27,5,4,19.0,1,2
3,39,39,4,1,20.0,0,2
7,40,33,1,2,10.0,0,1
4,27,33,1,3,1.0,0,1
3,39,29,1,1,21.0,10,1
7,5,22,1,3,16.0,1,1
1,23,43,1,2,13.0,0,1
9,6,14,1,5,16.0,1,1
2,42,22,1,1,22.0,12,1
3,39,35,4,1,18.0,0,2
3,17,36,1,1,22.0,0,1
3,39,21,1,1,20.0,0,1
4,27,30,1,5,18.0,8,1
7,40,8,1,5,14.0,0,1
2,36,31,1,1,21.0,8,1
8,35,25,1,1,16.0,0,1
5,13,37,1,3,16.0,0,1
1,23,26,1,1,16.0,1,1
2,36,14,1,5,21.0,6,1
4,31,35,1,2,18.0,0,1
9,6,36,1,1,22.0,0,1
4,27,12,1,5,13.0,3,1
5,12,30,1,3,21.0,7,1
5,10,15,1,1,23.0,2,1
4,29,29,1,3,11.0,0,1
7,48,12,1,1,18.0,0,1
3,39,14,1,1,16.0,0,1
3,39,10,1,5,11.0,2,1
6,47,0,1,5,0.0,0,1
7,48,4,1,5,6.0,0,1
7,48,5,1,5,6.0,0,1
2,36,34,1,1,22.0,4,1
6,1,6,1,5,9.0,0,1
2,36,1,1,5,0.0,0,1
2,36,29,1,3,18.0,3,1
2,34,2,1,5,3.0,0,1
2,42,24,1,1,21.0,8,1
2,42,28,1,5,16.0,3,1
8,8,22,1,5,22.0,4,1
5,13,24,1,1,20.0,3,1
9,6,4,1,5,7.0,0,1
7,48,14,5,1,16.0,4,2
8,4,21,1,1,21.0,3,1
7,5,14,1,1,21.0,2,1
3,26,1,1,5,0.0,0,1
5,37,20,1,3,21.0,3,1
3,17,20,1,5,16.0,4,1
5,51,6,1,5,10.0,0,1
8,49,38,1,1,22.0,0,1
5,12,37,1,1,19.0,7,1
9,6,39,4,1,24.0,45,2
5,37,22,1,1,22.0,9,1
7,48,31,1,3,20.0,1,1
9,6,37,4,5,21.0,45,2
2,42,42,1,2,19.0,1,1
9,6,0,1,5,0.0,0,1
2,36,10,1,5,16.0,1,1
9,6,19,5,1,20.0,5,2
4,46,35,1,1,21.0,0,1
9,6,29,1,1,21.0,5,1
6,47,38,1,3,16.0,0,1
2,36,17,1,1,20.0,2,1
3,39,30,1,1,24.0,3,1
5,12,9,1,5,19.0,0,1
6,28,6,1,5,8.0,0,1
7,48,22,5,1,21.0,0,2
2,36,27,1,1,16.0,5,1
1,25,0,1,5,0.0,0,1
2,42,18,1,1,20.0,1,1
6,47,28,1,3,16.0,2,1
5,37,3,1,5,4.0,0,1
2,42,15,1,5,21.0,4,1
6,21,32,1,5,19.0,0,1
2,36,15,1,5,22.0,0,1
3,39,36,1,1,20.0,0,1
2,42,33,1,1,16.0,0,1
2,34,28,5,1,21.0,6,2
7,48,26,4,1,21.0,6,2
8,30,26,1,1,18.0,0,1
9,6,5,1,5,7.0,0,1
5,51,2,1,5,2.0,0,1
3,39,1,1,5,0.0,0,1
0,72,9,2,5,16.0,0,1
3,55,19,1,5,16.0,3,1
7,48,44,1,2,16.0,0,1
9,6,39,1,2,21.0,0,1
2,36,20,1,1,16.0,5,1
8,49,30,1,1,21.0,1,1
5,12,30,1,3,16.0,0,1
5,51,10,1,5,19.0,0,1
5,12,33,1,3,20.0,0,1
9,15,34,1,5,16.0,0,1
2,34,45,1,2,14.0,0,1
1,9,18,1,1,22.0,5,1
5,51,2,1,5,3.0,0,1
9,6,40,1,1,22.0,0,1
2,36,6,1,5,11.0,0,1
5,10,6,1,5,10.0,0,1
9,6,6,1,5,9.0,0,1
2,42,9,1,5,16.0,0,1
5,24,2,1,5,1.0,0,1
1,9,30,1,1,22.0,7,1
5,12,15,1,1,20.0,0,1
3,17,2,1,5,1.0,0,1
9,53,30,1,2,19.0,4,1
5,12,24,1,3,21.0,6,1
2,34,14,1,5,21.0,2,1
5,12,37,1,3,24.0,0,1
3,39,30,1,3,13.0,0,1
4,27,4,1,5,6.0,0,1
8,32,26,1,3,22.0,6,1
5,51,30,1,1,16.0,2,1
4,27,21,4,3,23.0,2,2
3,26,43,1,1,23.0,0,1
9,6,10,1,5,16.0,0,1
2,42,37,1,1,21.0,0,1
7,48,24,1,1,16.0,0,1
9,53,39,4,1,21.0,0,2
5,12,38,1,1,23.0,0,1
9,6,28,5,1,21.0,13,2
6,1,9,1,5,14.0,0,1
6,47,26,1,3,17.0,0,1
5,37,13,1,1,17.0,0,1
3,39,26,1,1,17.0,0,1
5,37,25,1,3,16.0,2,1
7,22,15,5,1,9.0,0,2
7,5,36,1,2,16.0,0,1
2,36,2,1,5,2.0,0,1
8,49,5,1,5,8.0,0,1
9,15,5,1,5,6.0,0,1
5,37,14,1,1,23.0,2,1
6,47,39,1,3,20.0,0,1
2,36,31,1,1,20.0,0,1
2,36,35,1,1,21.0,1,1
5,24,31,1,1,19.0,2,1
2,36,33,1,1,20.0,0,1
1,33,28,1,1,16.0,3,1
9,2,1,1,5,0.0,0,1
5,12,24,1,3,18.0,0,1
9,6,15,1,5,12.0,0,1
8,49,8,1,5,13.0,0,1
4,29,24,1,5,17.0,1,1
7,48,31,1,1,17.0,1,1
3,17,11,5,5,21.0,0,2
6,28,22,1,1,19.0,6,1
9,53,12,1,1,20.0,4,1
7,48,18,1,1,19.0,4,1
5,12,4,1,5,5.0,0,1
7,48,16,1,1,16.0,2,1
5,37,19,1,1,22.0,4,1
8,4,40,1,1,21.0,0,1
9,6,26,4,5,21.0,1,2
9,6,33,1,1,22.0,0,1
5,13,32,1,5,16.0,0,1
3,17,0,1,5,0.0,0,1
7,48,25,1,5,18.0,1,1
5,51,16,1,1,21.0,4,1
7,48,42,1,1,16.0,0,1
5,13,23,1,3,19.0,0,1
7,48,8,1,5,13.0,0,1
9,41,22,1,5,22.0,3,1
7,48,9,1,5,16.0,0,1
7,48,15,5,1,16.0,2,2
8,4,15,5,1,16.0,0,2
2,36,33,1,3,18.0,0,1
9,15,5,1,5,7.0,0,1
9,6,0,1,5,0.0,0,1
5,12,26,1,3,1.0,1,1
2,36,2,1,5,3.0,0,1
8,16,1,1,5,0.0,0,1
7,48,30,1,1,16.0,0,1
5,12,36,1,3,16.0,0,1
7,22,31,1,1,21.0,0,1
7,48,17,5,1,24.0,3,2
5,37,18,1,1,20.0,3,1
1,33,32,1,1,20.0,0,1
8,8,26,1,1,22.0,0,1
2,36,23,1,1,22.0,4,1
2,34,7,1,5,11.0,0,1
3,55,9,1,5,16.0,1,1
3,18,6,1,5,8.0,0,1
0,72,5,2,5,9.0,0,1
8,32,4,1,5,6.0,0,1
5,51,22,1,1,22.0,38,1
5,13,4,1,5,5.0,0,1
7,48,8,1,5,12.0,0,1
7,48,19,1,1,19.0,1,1
7,40,7,1,5,10.0,0,1
7,48,12,1,5,21.0,0,1
5,37,10,1,5,19.0,0,1
9,6,30,5,5,13.0,2,2
9,6,30,1,1,19.0,6,1
3,17,21,1,1,22.0,6,1
4,27,5,1,5,9.0,0,1
3,17,15,1,5,22.0,13,1
9,6,3,5,5,4.0,0,2
3,18,3,1,5,3.0,0,1
9,6,28,4,3,20.0,3,2
5,12,29,1,1,21.0,5,1
9,6,30,4,1,6.0,0,2
5,12,31,1,5,21.0,0,1
2,34,22,1,1,21.0,2,1
9,41,13,1,1,19.0,2,1
3,39,37,1,3,20.0,0,1
4,20,21,1,1,16.0,4,1
5,12,22,1,1,20.0,6,1
2,42,29,1,5,16.0,0,1
5,37,17,1,3,16.0,4,1
7,48,32,1,1,16.0,0,1
6,47,15,1,5,17.0,0,1
8,32,44,4,1,23.0,0,2
2,34,43,1,1,19.0,0,1
5,13,1,1,5,2.0,0,1
7,5,45,1,2,16.0,0,1
2,36,5,1,5,7.0,0,1
3,26,23,1,3,21.0,1,1
2,34,26,1,3,16.0,4,1
2,34,34,1,5,20.0,2,1
3,17,16,3,3,16.0,0,1
9,6,7,1,5,12.0,0,1
5,51,17,1,5,16.0,0,1
7,48,16,1,1,21.0,0,1
5,12,43,4,1,9.0,0,2
7,48,3,1,5,1.0,0,1
1,9,9,1,5,19.0,0,1
3,55,9,1,5,16.0,0,1
2,42,14,1,1,16.0,0,1
2,42,32,1,1,16.0,3,1
5,12,31,1,1,16.0,3,1
9,6,31,4,1,16.0,0,2
1,9,39,1,1,20.0,0,1
5,37,20,1,5,21.0,9,1
9,6,4,1,5,5.0,0,1
4,29,29,1,1,16.0,0,1
7,48,37,4,1,1.0,0,2
6,1,14,1,1,16.0,1,1
2,36,24,4,1,19.0,0,2
7,48,20,1,5,16.0,0,1
7,22,27,1,3,17.0,0,1
3,18,12,1,1,21.0,1,1
8,32,15,1,1,19.0,2,1
6,47,40,1,2,16.0,0,1
7,48,38,1,1,21.0,0,1
2,36,7,1,5,11.0,0,1
5,51,36,1,1,21.0,0,1
2,42,32,1,1,19.0,0,1
3,26,25,1,3,20.0,0,1
8,4,35,1,5,21.0,0,1
5,45,29,1,5,18.0,0,1
2,36,15,5,1,21.0,7,2
5,12,31,1,1,19.0,3,1
2,36,26,1,1,21.0,6,1
9,53,9,1,5,14.0,0,1
7,48,0,1,5,0.0,0,1
9,6,22,1,1,19.0,4,1
5,37,7,1,5,12.0,0,1
6,1,30,3,3,16.0,4,1
2,36,31,1,1,19.0,0,1
5,37,47,1,2,16.0,0,1
2,42,30,1,1,16.0,1,1
4,31,37,1,1,21.0,0,1
7,22,15,1,5,12.0,0,1
7,48,0,1,5,0.0,0,1
9,53,44,1,1,22.0,0,1
3,26,27,1,1,16.0,5,1
8,4,2,1,5,1.0,0,1
3,18,32,1,1,21.0,0,1
7,22,42,1,2,19.0,0,1
5,13,7,1,5,12.0,0,1
9,15,23,5,5,21.0,5,2
7,5,8,1,5,13.0,0,1
5,37,24,1,1,22.0,5,1
9,6,24,4,1,20.0,0,2
5,12,27,1,1,17.0,0,1
2,42,19,1,5,18.0,1,1
3,17,9,1,5,16.0,0,1
9,6,22,1,1,21.0,4,1
2,36,20,4,5,21.0,1,2
3,26,35,3,3,16.0,0,1
6,1,36,1,2,15.0,0,1
3,18,6,1,5,9.0,0,1
5,12,1,1,5,2.0,0,1
7,48,35,1,2,6.0,0,1
9,53,15,1,5,19.0,0,1
1,25,16,1,1,23.0,7,1
7,5,6,1,5,10.0,0,1
2,36,20,4,1,19.0,4,2
5,51,17,1,1,23.0,22,1
1,50,3,1,5,4.0,0,1
2,36,7,1,5,10.0,0,1
1,25,8,1,5,13.0,0,1
2,36,13,1,5,21.0,1,1
9,53,26,1,3,20.0,0,1
5,13,19,1,1,20.0,8,1
9,6,40,4,1,16.0,0,2
5,24,32,1,1,21.0,1,1
9,6,22,1,1,12.0,0,1
4,29,11,5,1,17.0,0,2
1,33,1,1,5,0.0,0,1
2,42,18,1,1,16.0,3,1
4,27,34,1,1,16.0,1,1
7,48,17,1,5,21.0,0,1
9,6,19,4,5,23.0,5,2
5,37,16,1,1,20.0,0,1
7,48,43,1,2,19.0,0,1
5,37,35,1,1,21.0,0,1
9,15,25,1,3,20.0,5,1
5,51,11,1,5,20.0,0,1
4,20,37,4,3,21.0,0,2
3,26,36,1,1,21.0,1,1
7,48,6,5,5,10.0,0,2
8,4,35,1,3,21.0,0,1
9,41,41,1,1,19.0,0,1
3,17,5,1,5,8.0,0,1
7,48,33,5,4,17.0,0,2
1,25,15,1,5,16.0,3,1
5,37,37,1,1,19.0,0,1
6,1,1,1,5,1.0,0,1
6,21,2,1,5,3.0,0,1
5,37,30,1,3,18.0,0,1
8,32,29,1,5,15.0,0,1
2,42,32,1,1,16.0,2,1
7,48,0,1,5,0.0,0,1
7,48,9,5,5,18.0,0,2
3,55,20,1,3,19.0,0,1
2,42,37,1,3,16.0,1,1
5,13,24,1,5,21.0,1,1
2,42,11,5,5,16.0,0,2
3,26,4,1,5,7.0,0,1
3,17,9,1,5,16.0,0,1
2,34,27,5,1,18.0,0,2
9,6,17,1,5,21.0,0,1
7,48,47,1,2,16.0,0,1
5,13,25,1,1,21.0,5,1
5,51,19,1,1,22.0,0,1
3,55,32,1,3,16.0,0,1
5,12,34,1,1,19.0,1,1
5,37,1,1,5,0.0,0,1
9,41,23,1,5,22.0,3,1
4,31,19,1,1,21.0,3,1
7,48,30,1,1,18.0,0,1
9,6,8,1,5,14.0,0,1
3,18,22,1,1,19.0,3,1
1,44,10,1,5,16.0,0,1
5,13,23,5,1,22.0,0,2
3,26,27,1,1,18.0,1,1
3,26,7,1,5,13.0,0,1
5,37,36,1,1,16.0,0,1
7,48,9,1,5,16.0,0,1
6,28,36,1,1,18.0,0,1
5,12,19,1,5,22.0,5,1
1,25,29,1,3,22.0,7,1
3,17,48,1,2,17.0,0,1
4,31,17,1,3,18.0,2,1
7,48,1,1,5,1.0,0,1
3,39,21,1,1,21.0,13,1
9,6,16,1,5,21.0,0,1
7,48,3,1,5,3.0,0,1
6,28,5,1,5,9.0,0,1
7,5,18,1,1,21.0,3,1
5,12,25,4,1,21.0,4,2
9,6,23,5,1,21.0,1,2
4,20,19,1,1,16.0,0,1
7,40,37,1,3,16.0,0,1
9,53,8,1,5,13.0,0,1
3,26,0,1,5,0.0,0,1
5,12,27,1,5,21.0,0,1
7,48,29,5,3,19.0,0,2
7,48,35,1,1,22.0,1,1
8,56,11,1,1,16.0,0,1
5,37,27,1,1,21.0,5,1
3,26,16,1,1,21.0,0,1
4,29,36,1,1,16.0,0,1
9,6,17,5,5,20.0,9,2
1,25,25,1,5,16.0,2,1
5,12,41,4,2,16.0,0,2
5,12,20,1,1,18.0,2,1
5,24,34,1,1,21.0,0,1
2,36,20,1,1,22.0,49,1
2,42,6,1,5,10.0,0,1
9,6,38,5,1,5.0,0,2
7,22,20,1,1,19.0,3,1
9,6,42,1,1,21.0,0,1
8,30,20,1,5,20.0,3,1
6,47,16,1,1,21.0,0,1
9,6,17,1,1,22.0,4,1
5,13,8,1,5,16.0,0,1
9,6,23,1,1,23.0,0,1
5,12,24,5,1,20.0,0,2
6,47,4,1,5,8.0,0,1
8,32,9,1,5,16.0,0,1
4,19,3,1,5,3.0,0,1
5,13,33,1,1,16.0,0,1
3,17,3,1,5,5.0,0,1
5,37,28,1,3,18.0,0,1
3,17,32,1,5,21.0,0,1
7,48,8,1,5,13.0,0,1
3,17,37,1,1,16.0,0,1
6,47,37,1,2,15.0,0,1
3,26,30,1,3,16.0,0,1
8,49,17,1,1,17.0,2,1
9,6,13,1,1,22.0,4,1
7,48,4,1,5,5.0,0,1
4,27,48,1,2,19.0,0,1
7,48,38,4,1,1.0,0,2
5,10,5,1,5,7.0,0,1
4,31,1,1,5,1.0,0,1
7,48,14,1,1,19.0,0,1
8,49,7,1,5,11.0,0,1
9,53,9,4,5,16.0,0,2
3,26,32,1,3,21.0,0,1
9,6,3,1,5,4.0,0,1
4,31,25,1,1,20.0,2,1
8,32,26,1,5,19.0,0,1
5,10,28,4,1,19.0,1,2
8,49,11,1,5,19.0,1,1
7,48,8,1,5,13.0,0,1
5,12,9,1,5,18.0,0,1
9,6,27,1,5,20.0,0,1
9,6,32,1,4,19.0,0,1
4,19,5,1,5,9.0,0,1
1,9,0,1,5,0.0,0,1
2,36,30,5,1,15.0,0,2
5,13,19,1,5,19.0,5,1
3,26,25,1,3,19.0,0,1
5,12,8,1,5,12.0,0,1
3,17,20,1,1,22.0,8,1
7,22,18,1,1,21.0,4,1
9,6,23,1,1,24.0,4,1
7,48,29,1,1,21.0,2,1
5,13,8,1,5,14.0,0,1
3,17,12,1,5,16.0,4,1
8,4,24,1,4,19.0,1,1
7,48,31,4,1,22.0,0,2
7,48,11,1,5,21.0,5,1
8,32,29,1,5,22.0,0,1
9,6,40,1,1,22.0,0,1
8,8,2,3,5,1.0,0,1
4,27,26,1,1,16.0,4,1
9,6,22,1,1,22.0,45,1
4,31,44,1,2,17.0,0,1
5,51,7,1,5,11.0,0,1
9,6,20,1,5,22.0,5,1
2,42,27,1,1,21.0,5,1
5,12,1,1,5,1.0,0,1
5,24,31,4,1,24.0,7,2
5,54,36,1,1,16.0,1,1
9,6,39,1,3,18.0,0,1
5,13,20,1,1,21.0,4,1
4,31,48,1,1,21.0,0,1
9,6,29,5,1,1.0,0,2
7,5,22,1,3,16.0,2,1
3,18,8,1,5,14.0,0,1
6,1,37,1,3,22.0,0,1
3,39,23,1,1,19.0,0,1
8,8,40,1,1,24.0,0,1
7,48,29,1,3,22.0,1,1
7,48,10,1,5,16.0,1,1
5,12,23,5,3,15.0,0,2
5,37,3,1,5,3.0,0,1
3,26,23,5,3,23.0,4,2
0,72,42,2,1,12.0,0,1
5,13,9,1,5,16.0,0,1
9,6,17,1,1,21.0,8,1
5,13,36,5,1,6.0,1,2
2,36,29,1,1,16.0,0,1
9,53,28,1,1,21.0,0,1
5,37,38,1,2,16.0,0,1
2,36,25,1,3,22.0,2,1
4,29,18,1,1,21.0,3,1
3,39,3,1,5,4.0,0,1
9,53,16,1,1,21.0,6,1
5,45,15,5,5,22.0,1,2
4,29,43,1,2,17.0,0,1
1,9,17,1,5,16.0,1,1
3,17,1,1,5,0.0,0,1
8,35,14,1,1,18.0,0,1
4,20,14,1,5,21.0,0,1
2,34,24,4,3,21.0,7,2
5,12,36,1,1,22.0,0,1
5,12,29,4,1,21.0,0,2
9,6,26,5,3,9.0,0,2
9,6,11,1,5,15.0,0,1
8,4,32,1,1,18.0,0,1
9,53,18,1,1,21.0,2,1
2,42,4,1,5,8.0,0,1
4,38,8,1,5,13.0,0,1
9,6,35,3,1,12.0,2,1
9,6,40,1,2,16.0,0,1
3,55,3,1,5,3.0,0,1
9,6,8,5,5,13.0,0,2
2,42,39,1,1,16.0,0,1
2,42,30,1,3,16.0,1,1
3,26,15,1,5,19.0,0,1
5,13,31,1,5,18.0,0,1
7,48,23,4,3,16.0,3,2
9,6,3,1,5,3.0,0,1
5,51,21,1,5,23.0,21,1
5,37,12,1,5,20.0,2,1
3,26,5,1,5,7.0,0,1
2,34,7,1,5,12.0,0,1
3,18,14,1,1,24.0,4,1
4,19,1,1,5,1.0,0,1
3,55,22,1,1,22.0,5,1
5,13,26,1,5,22.0,10,1
9,6,36,1,1,21.0,0,1
6,21,30,1,2,19.0,0,1
7,48,16,1,5,18.0,0,1
5,10,39,1,1,21.0,0,1
5,24,34,1,1,21.0,37,1
9,53,10,1,5,19.0,0,1
7,5,17,1,1,11.0,0,1
5,13,26,1,1,18.0,7,1
9,41,20,1,1,20.0,0,1
5,37,36,1,5,16.0,0,1
2,42,37,1,1,19.0,0,1
5,51,31,1,1,22.0,0,1
7,40,32,1,1,20.0,4,1
7,48,6,1,5,9.0,0,1
3,18,38,1,1,16.0,0,1
4,29,8,1,5,13.0,0,1
3,26,38,1,1,20.0,0,1
8,4,36,1,1,16.0,3,1
8,4,35,1,1,21.0,0,1
3,55,11,1,5,16.0,0,1
2,34,16,1,1,16.0,0,1
3,39,28,1,5,21.0,0,1
3,26,13,5,5,22.0,4,2
3,17,15,1,1,21.0,0,1
5,13,3,1,5,4.0,0,1
6,47,12,1,1,21.0,4,1
7,48,39,1,3,18.0,0,1
6,47,34,1,1,18.0,0,1
3,18,7,1,5,12.0,0,1
3,39,21,1,3,20.0,7,1
2,36,30,1,1,19.0,4,1
5,12,8,3,5,12.0,0,1
7,48,31,1,1,18.0,0,1
4,19,12,1,5,16.0,1,1
7,48,1,1,5,1.0,0,1
3,26,2,1,5,1.0,0,1
1,23,18,1,5,21.0,0,1
5,24,25,1,3,16.0,6,1
7,48,4,1,5,5.0,0,1
3,55,18,1,5,19.0,0,1
7,48,9,1,5,16.0,0,1
9,6,7,3,5,13.0,0,1
9,6,25,5,1,15.0,3,2
5,45,31,1,1,16.0,1,1
5,13,32,3,1,16.0,0,1
3,39,25,1,1,20.0,10,1
9,6,22,1,1,21.0,3,1
7,48,14,1,5,16.0,1,1
8,8,15,1,3,18.0,3,1
8,32,2,1,5,1.0,0,1
8,8,38,1,3,22.0,0,1
6,1,2,1,5,2.0,0,1
5,51,14,1,5,21.0,0,1
2,36,11,1,5,16.0,1,1
5,51,4,1,5,8.0,0,1
3,39,26,1,1,16.0,1,1
5,12,15,4,5,13.0,0,2
3,18,31,1,2,20.0,0,1
1,25,10,1,5,19.0,0,1
2,36,29,1,1,20.0,3,1
2,34,4,1,5,6.0,0,1
3,26,26,1,1,21.0,0,1
5,12,38,1,1,21.0,0,1
3,39,18,1,1,19.0,3,1
4,27,21,1,1,20.0,4,1
5,12,38,4,1,15.0,0,2
5,13,14,1,5,21.0,2,1
9,6,10,1,5,16.0,1,1
7,48,26,1,3,18.0,2,1
9,6,11,1,5,22.0,0,1
2,36,16,1,5,21.0,9,1
5,54,45,1,5,12.0,0,1
2,34,17,1,1,20.0,2,1
4,29,26,1,5,21.0,2,1
5,45,10,1,5,19.0,1,1
1,50,40,1,1,20.0,0,1
7,48,12,1,1,22.0,2,1
7,48,13,1,5,21.0,1,1
7,40,28,1,3,16.0,0,1
2,36,29,1,1,18.0,0,1
2,42,45,1,2,22.0,0,1
4,29,45,1,1,21.0,0,1
7,48,10,5,5,16.0,1,2
5,51,26,1,1,19.0,2,1
2,34,10,3,5,18.0,0,1
8,16,34,1,3,20.0,0,1
4,29,1,1,5,0.0,0,1
9,53,22,1,1,21.0,11,1
9,6,35,4,1,21.0,0,2
5,12,21,5,1,22.0,1,2
6,21,12,1,5,16.0,0,1
8,35,37,1,2,18.0,0,1
7,48,21,1,3,20.0,5,1
4,29,22,1,1,19.0,1,1
4,20,3,1,5,3.0,0,1
9,6,9,1,5,18.0,0,1
7,48,27,5,1,15.0,3,2
5,45,38,1,1,17.0,0,1
4,29,7,1,5,11.0,0,1
5,37,2,1,5,1.0,0,1
6,47,37,1,1,21.0,0,1
8,16,7,1,5,11.0,0,1
7,48,10,1,5,16.0,0,1
4,29,25,1,1,18.0,8,1
3,17,20,1,3,22.0,7,1
5,12,35,1,3,24.0,0,1
8,8,16,1,5,19.0,2,1
5,37,21,5,1,24.0,1,2
4,31,24,1,5,19.0,13,1
4,19,29,1,3,19.0,0,1
5,45,10,1,5,21.0,0,1
3,18,32,1,1,23.0,8,1
7,48,27,5,5,9.0,1,2
9,41,35,1,3,16.0,0,1
3,18,23,1,1,16.0,4,1
7,48,21,1,1,21.0,1,1
3,17,8,1,5,12.0,0,1
7,48,39,4,1,21.0,0,2
9,6,27,1,1,24.0,18,1
9,6,5,1,5,8.0,0,1
9,6,15,1,1,21.0,4,1
1,25,40,1,2,20.0,0,1
4,29,21,1,5,16.0,0,1
5,51,15,4,1,16.0,3,2
9,6,20,4,1,22.0,0,2
2,36,32,1,1,21.0,0,1
2,36,32,4,1,9.0,0,2
5,12,8,1,5,13.0,0,1
6,28,23,1,1,18.0,23,1
9,6,38,1,2,23.0,0,1
7,48,21,1,1,17.0,4,1
3,55,14,1,1,11.0,0,1
9,6,23,1,5,19.0,3,1
8,4,23,4,1,1.0,0,2
9,6,38,1,1,12.0,0,1
3,55,25,1,1,21.0,32,1
4,29,37,1,3,18.0,0,1
5,12,4,1,5,6.0,0,1
2,36,34,1,1,16.0,0,1
8,8,30,5,1,24.0,0,2
5,51,19,4,3,16.0,1,2
7,48,47,1,2,17.0,0,1
3,39,34,4,1,21.0,4,2
3,17,15,1,1,21.0,0,1
7,48,0,1,5,0.0,0,1
4,19,7,1,5,10.0,0,1
2,36,2,1,5,2.0,0,1
8,32,16,1,5,1.0,0,1
9,53,21,1,1,21.0,7,1
2,42,6,1,5,9.0,0,1
0,72,12,2,5,16.0,0,1
6,1,5,1,5,8.0,0,1
8,49,11,1,1,19.0,1,1
2,34,25,1,1,21.0,6,1
9,6,11,4,5,20.0,0,2
9,6,0,1,5,0.0,0,1
5,12,23,4,3,19.0,0,2
2,34,2,1,5,1.0,0,1
9,6,12,1,5,19.0,3,1
3,18,24,1,5,21.0,4,1
5,37,26,1,1,16.0,2,1
0,72,39,2,1,16.0,0,1
6,47,0,1,5,0.0,0,1
2,34,25,3,1,21.0,8,1
1,33,13,1,5,16.0,3,1
3,26,29,1,1,18.0,3,1
5,51,21,1,1,16.0,7,1
5,24,38,1,2,14.0,0,1
7,48,19,1,3,22.0,1,1
2,42,17,1,5,21.0,0,1
1,44,20,1,1,22.0,33,1
3,55,15,1,3,19.0,2,1
9,6,1,1,5,0.0,0,1
5,54,43,1,3,16.0,0,1
4,27,10,1,5,16.0,1,1
7,48,21,1,1,18.0,5,1
7,48,9,1,5,15.0,0,1
7,22,34,1,1,21.0,1,1
6,21,32,1,5,22.0,0,1
6,21,25,1,1,21.0,0,1
9,6,13,5,5,21.0,7,2
9,53,14,1,1,16.0,2,1
9,6,32,1,1,21.0,10,1
7,48,28,1,1,21.0,35,1
7,48,34,1,1,22.0,0,1
7,40,31,1,1,21.0,2,1
8,8,30,1,1,19.0,2,1
7,22,31,1,1,17.0,0,1
7,48,22,1,3,16.0,2,1
7,48,12,1,5,20.0,1,1
7,40,2,1,5,1.0,0,1
7,48,18,1,1,22.0,7,1
9,6,11,1,5,16.0,1,1
8,32,14,1,5,15.0,3,1
2,42,25,5,1,19.0,0,2
5,12,3,1,5,3.0,0,1
8,32,27,4,1,20.0,3,2
2,36,15,1,1,21.0,6,1
9,53,37,1,1,19.0,0,1
5,12,27,1,3,19.0,2,1
2,34,18,1,1,13.0,0,1
3,17,32,1,5,19.0,3,1
7,40,27,1,1,21.0,2,1
6,28,20,1,4,18.0,1,1
5,13,20,1,1,17.0,3,1
8,16,1,1,5,1.0,0,1
5,37,15,1,1,16.0,3,1
3,39,31,1,1,16.0,0,1
5,24,23,1,1,23.0,7,1
3,17,12,1,5,16.0,0,1
5,24,19,1,1,16.0,2,1
9,53,16,1,1,21.0,3,1
4,27,36,1,1,22.0,2,1
8,4,32,1,3,21.0,0,1
2,36,9,1,5,16.0,1,1
9,6,26,4,1,15.0,0,2
7,48,40,1,1,21.0,0,1
5,51,7,1,5,12.0,0,1
1,25,29,4,1,22.0,49,2
2,42,29,1,5,21.0,1,1
5,37,7,1,5,12.0,0,1
3,55,7,1,5,10.0,0,1
7,48,25,5,1,20.0,4,2
3,26,19,1,5,22.0,2,1
9,6,19,1,5,16.0,1,1
8,8,22,1,1,19.0,0,1
6,21,34,1,1,21.0,0,1
3,17,36,1,1,18.0,0,1
2,34,13,1,5,21.0,7,1
4,29,35,1,3,16.0,0,1
5,37,27,1,1,22.0,4,1
7,48,8,1,5,14.0,0,1
1,9,29,1,1,20.0,7,1
1,25,37,1,2,22.0,0,1
0,72,37,2,3,16.0,0,1
2,36,41,1,2,20.0,0,1
3,17,13,1,5,21.0,6,1
5,51,32,1,1,16.0,0,1
7,5,39,1,1,16.0,0,1
5,24,37,1,1,23.0,0,1
9,6,26,1,5,1.0,0,1
8,4,30,1,3,22.0,0,1
1,23,4,1,5,4.0,0,1
2,36,10,1,5,16.0,1,1
8,16,32,1,1,15.0,1,1
9,6,32,1,1,21.0,0,1
4,29,24,1,1,16.0,5,1
8,8,2,1,5,2.0,0,1
9,6,17,1,5,15.0,0,1
5,24,2,1,5,2.0,0,1
4,31,1,1,5,0.0,0,1
3,18,38,1,1,20.0,0,1
3,17,1,1,5,0.0,0,1
5,45,22,1,1,16.0,2,1
9,6,17,1,5,21.0,3,1
3,39,26,1,1,21.0,0,1
2,42,42,1,2,16.0,0,1
9,53,18,1,1,19.0,6,1
1,25,26,1,1,16.0,6,1
3,17,19,1,5,22.0,2,1
8,4,0,1,5,0.0,0,1
5,51,22,1,1,21.0,6,1
1,33,44,1,2,21.0,0,1
5,51,7,1,5,11.0,0,1
8,4,11,1,1,21.0,1,1
1,25,12,5,5,19.0,2,2
8,4,42,5,2,22.0,0,2
